Threshold_Pct,N_Pos,N_Neg,Pct_Pos,Median_Anom_Pos,Median_Anom_Neg,Median_Anom_P,Median_Bias_Pos,Median_Bias_Neg,Median_Bias_P,Median_BaseMAE_Pos,Median_BaseMAE_Neg,Median_BaseMAE_P
25,22,5,81.48148148148148,46.53325762780919,-13.933302488579862,0.05504768983029852,5.457461039530468,-1.1754543139991043,0.12924563359345967,6.890386019609053,5.311234314821807,0.411197819893472
50,20,7,74.07407407407408,46.59417529924659,-11.414772137751076,0.1454815715685281,6.087815933754996,-2.1234874680415743,0.01901287118678423,6.890386019609053,5.311234314821807,0.39984459984459986
75,18,9,66.66666666666667,22.84568489596802,11.181788272498595,0.4557885270555013,7.277955268542659,-4.020169834593133,0.0010904452088728702,6.890386019609053,6.474796691713071,0.5202691166630409
